campaign_id,tipo_campaña,fecha_inicio,fecha_fin,presupuesto,clicks,conversiones,channel_id,customer_id,canal,costo_por_click,equipo_responsable,edad,genero,pais,segmento,fecha_registro
1366,Redes Sociales,2026-09-27,2026-10-06,696.83,1301,77,6,290.0,Influencers,1.2,Equipo D,49.0,F,México,Básico,2023-07-04
1370,Redes Sociales,2026-10-01,2026-10-10,3781.28,132,136,2,344.0,Facebook Ads,0.5,Equipo B,,,,,
1371,Google Ads,2026-10-02,2026-10-11,3435.31,1259,86,6,175.0,Influencers,1.2,Equipo D,,,,,
1373,SEO,2026-10-04,2026-10-13,3616.22,1428,124,2,366.0,Facebook Ads,0.5,Equipo B,30.0,F,Chile,Básico,2023-02-16
1374,Redes Sociales,2026-10-05,2026-10-14,2434.69,1823,124,2,416.0,Facebook Ads,0.5,Equipo B,,,,,
1375,Google Ads,2026-10-06,2026-10-15,3528.35,1945,51,4,220.0,Instagram Ads,500.0,Equipo C,,,,,
1376,Email,2026-10-07,2026-10-16,1739.22,1769,111,1,124.0,Email,0.1,Equipo A,41.0,F,España,Premium,2022-12-18
1377,SEO,2026-10-08,2026-10-17,1878.41,845,112,6,531.0,Influencers,1.2,Equipo D,60.0,F,México,Básico,2023-12-01
1380,Redes Sociales,2026-10-11,2026-10-20,4092.71,865,159,3,213.0,,,,68.0,M,México,Premium,2023-07-02
1382,SEO,2026-10-13,2026-10-22,4359.03,658,23,2,265.0,Facebook Ads,0.5,Equipo B,,,,,
1383,Google Ads,2026-10-14,2026-10-23,4624.86,496,94,2,274.0,Facebook Ads,0.5,Equipo B,,,,,
1384,SEO,2026-10-15,2026-10-24,2439.43,509,184,4,100.0,Instagram Ads,500.0,Equipo C,,,,,
1385,Email,2026-10-16,2026-10-25,1934.9,1017,30,3,185.0,,,,21.0,F,México,Premium,2022-07-02
1387,Email,2026-10-18,2026-10-27,2170.28,1793,158,3,419.0,,,,51.0,M,Argentina,Premium,2023-04-27
1388,SEO,2026-10-19,2026-10-28,3204.83,419,178,3,500.0,,,,,,,,
1390,Email,2026-10-21,2026-10-30,3597.82,1565,181,6,417.0,Influencers,1.2,Equipo D,67.0,F,México,Premium,2022-02-13
1391,Redes Sociales,2026-10-22,2026-10-31,2185.49,972,86,2,349.0,Facebook Ads,0.5,Equipo B,,,,,
1394,Redes Sociales,2026-10-25,2026-11-03,1141.67,961,198,2,355.0,Facebook Ads,0.5,Equipo B,,,,,
1395,Email,2026-10-26,2026-11-04,4505.44,233,46,1,406.0,Email,0.1,Equipo A,,,,,
1396,Redes Sociales,2026-10-27,2026-11-05,2056.45,1661,23,3,243.0,,,,66.0,M,Chile,Premium,2022-09-08
1397,Google Ads,2026-10-28,2026-11-06,1195.07,1360,21,2,490.0,Facebook Ads,0.5,Equipo B,36.0,M,Chile,Premium,2022-02-26
1398,Google Ads,2026-10-29,2026-11-07,614.51,521,165,1,268.0,Email,0.1,Equipo A,,,,,
1399,SEO,2026-10-30,2026-11-08,3406.2,1448,80,5,397.0,,,,40.0,M,Argentina,Básico,2023-10-31
1400,Email,2026-10-31,2026-11-09,3366.06,703,181,2,332.0,Facebook Ads,0.5,Equipo B,35.0,M,Colombia,Premium,2023-10-12
1401,Google Ads,2026-11-01,2026-11-10,2032.72,798,188,1,370.0,Email,0.1,Equipo A,,,,,
1402,Google Ads,2026-11-02,2026-11-11,822.7,586,67,4,159.0,Instagram Ads,500.0,Equipo C,36.0,F,Chile,Premium,2023-04-25
1403,Email,2026-11-03,2026-11-12,2343.33,1584,135,6,395.0,Influencers,1.2,Equipo D,,,,,
1405,Redes Sociales,2026-11-05,2026-11-14,3547.04,1652,53,1,334.0,Email,0.1,Equipo A,65.0,F,Colombia,Premium,2023-08-28
1406,SEO,2026-11-06,2026-11-15,3226.01,1323,59,3,333.0,,,,,,,,
1407,Redes Sociales,2026-11-07,2026-11-16,2140.67,969,-1,3,467.0,,,,50.0,M,Argentina,Premium,2023-05-10
1408,Email,2026-11-08,2026-11-17,1480.52,559,103,2,331.0,Facebook Ads,0.5,Equipo B,,,,,
1409,Google Ads,2026-11-09,2026-11-18,4946.16,679,56,4,590.0,Instagram Ads,500.0,Equipo C,18.0,F,México,Premium,2023-07-07
1412,Redes Sociales,2026-11-12,2026-11-21,1132.49,1355,122,4,480.0,Instagram Ads,500.0,Equipo C,36.0,M,Argentina,Premium,2023-04-09
1413,Email,2026-11-13,2026-11-22,2685.15,965,11,5,527.0,,,,32.0,M,Argentina,Premium,2023-05-18
1414,SEO,2026-11-14,2026-11-23,623.92,1433,50,3,463.0,,,,52.0,F,Chile,Premium,2022-05-25
1415,Redes Sociales,2026-11-15,2026-11-24,2774.55,1083,50,6,301.0,Influencers,1.2,Equipo D,,,,,
1416,SEO,2026-11-16,2026-11-25,4838.08,1284,104,1,245.0,Email,0.1,Equipo A,48.0,M,Chile,Básico,2022-03-21
1417,Email,2026-11-17,2026-11-26,2228.93,1908,-1,2,556.0,Facebook Ads,0.5,Equipo B,31.0,F,España,Básico,2023-11-19
1418,Google Ads,2026-11-18,2026-11-27,675.48,201,156,3,234.0,,,,45.0,F,Chile,Básico,2023-08-16
1419,Email,2026-11-19,2026-11-28,639.3,1078,193,6,363.0,Influencers,1.2,Equipo D,,,,,
1420,Email,2026-11-20,2026-11-29,2245.94,1268,58,6,163.0,Influencers,1.2,Equipo D,,,,,
1421,Email,2026-11-21,2026-11-30,1220.11,1356,66,3,590.0,,,,18.0,F,México,Premium,2023-07-07
1422,Email,2026-11-22,2026-12-01,605.08,513,133,5,140.0,,,,,,,,
1423,Google Ads,2026-11-23,2026-12-02,3902.96,1186,53,1,395.0,Email,0.1,Equipo A,,,,,
1424,Google Ads,2026-11-24,2026-12-03,2563.35,320,29,2,102.0,Facebook Ads,0.5,Equipo B,,,,,
1425,SEO,2026-11-25,2026-12-04,1801.6,1236,14,3,209.0,,,,45.0,M,México,Básico,2023-04-17
1426,Redes Sociales,2026-11-26,2026-12-05,4550.37,509,122,2,320.0,Facebook Ads,0.5,Equipo B,24.0,F,España,Básico,2022-08-27
1427,Google Ads,2026-11-27,2026-12-06,1022.63,154,148,4,469.0,Instagram Ads,500.0,Equipo C,,,,,
1428,Google Ads,2026-11-28,2026-12-07,4801.63,1766,190,6,467.0,Influencers,1.2,Equipo D,50.0,M,Argentina,Premium,2023-05-10
1429,Redes Sociales,2026-11-29,2026-12-08,1912.85,1629,161,6,535.0,Influencers,1.2,Equipo D,28.0,M,México,Básico,2023-07-13
1430,Google Ads,2026-11-30,2026-12-09,4497.82,1355,-1,3,103.0,,,,38.0,F,España,Básico,2022-06-17
1431,Email,2026-12-01,2026-12-10,3213.24,1760,-1,3,343.0,,,,,,,,
1432,Email,2026-12-02,2026-12-11,4220.18,211,148,4,265.0,Instagram Ads,500.0,Equipo C,,,,,
1433,Redes Sociales,2026-12-03,2026-12-12,4928.06,400,152,5,125.0,,,,,,,,
1434,SEO,2026-12-04,2026-12-13,1797.82,483,84,3,494.0,,,,,,,,
1435,SEO,2026-12-05,2026-12-14,4825.11,901,75,6,573.0,Influencers,1.2,Equipo D,58.0,M,Colombia,Básico,2023-09-05
1436,Redes Sociales,2026-12-06,2026-12-15,2252.67,189,82,2,116.0,Facebook Ads,0.5,Equipo B,59.0,M,Colombia,Básico,2022-07-12
1437,Redes Sociales,2026-12-07,2026-12-16,2234.8,1544,47,1,191.0,Email,0.1,Equipo A,51.0,M,Chile,Premium,2022-11-26
1438,Email,2026-12-08,2026-12-17,2031.74,1205,-1,2,582.0,Facebook Ads,0.5,Equipo B,57.0,F,Chile,Premium,2023-10-08
1440,Google Ads,2026-12-10,2026-12-19,1193.65,1761,82,1,304.0,Email,0.1,Equipo A,59.0,F,Chile,Básico,2023-09-23
1442,Redes Sociales,2026-12-12,2026-12-21,2937.67,417,30,2,499.0,Facebook Ads,0.5,Equipo B,,,,,
1445,Google Ads,2026-12-15,2026-12-24,2481.99,1674,67,6,200.0,Influencers,1.2,Equipo D,26.0,M,Argentina,Básico,2022-09-03
1446,Email,2026-12-16,2026-12-25,1860.5,1651,199,4,340.0,Instagram Ads,500.0,Equipo C,67.0,M,Chile,Básico,2022-09-24
1447,SEO,2026-12-17,2026-12-26,1667.01,719,184,1,262.0,Email,0.1,Equipo A,,,,,
1448,SEO,2026-12-18,2026-12-27,1375.81,1972,72,6,272.0,Influencers,1.2,Equipo D,62.0,F,Argentina,Básico,2023-07-08
1451,SEO,2026-12-21,2026-12-30,1716.11,1034,146,3,383.0,,,,34.0,F,Colombia,Premium,2023-07-30
1452,Email,2026-12-22,2026-12-31,4848.88,901,112,3,458.0,,,,45.0,M,Chile,Básico,2023-02-24
1453,SEO,2026-12-23,2027-01-01,3009.69,1506,34,1,480.0,Email,0.1,Equipo A,36.0,M,Argentina,Premium,2023-04-09
1455,Email,2026-12-25,2027-01-03,3112.1,1799,144,4,262.0,Instagram Ads,500.0,Equipo C,,,,,
1456,Email,2026-12-26,2027-01-04,1126.39,1542,48,1,406.0,Email,0.1,Equipo A,,,,,
1457,Redes Sociales,2026-12-27,2027-01-05,2498.2,495,165,6,438.0,Influencers,1.2,Equipo D,,,,,
1458,SEO,2026-12-28,2027-01-06,3318.05,1554,17,5,154.0,,,,37.0,M,México,Premium,2023-02-07
1459,Redes Sociales,2026-12-29,2027-01-07,2700.04,933,82,1,432.0,Email,0.1,Equipo A,55.0,M,Argentina,Premium,2022-03-02
1460,Google Ads,2026-12-30,2027-01-08,2308.0,343,-1,6,226.0,Influencers,1.2,Equipo D,41.0,M,Chile,Básico,2023-09-20
1461,Email,2026-12-31,2027-01-09,4972.32,1838,102,1,342.0,Email,0.1,Equipo A,48.0,M,España,Básico,2023-08-23
1463,Email,2027-01-02,2027-01-11,3305.33,299,153,2,508.0,Facebook Ads,0.5,Equipo B,50.0,M,España,Premium,2022-04-22
1465,Google Ads,2027-01-04,2027-01-13,3292.97,997,52,3,402.0,,,,38.0,M,Colombia,Básico,2022-08-20
1466,Redes Sociales,2027-01-05,2027-01-14,1405.9,1024,172,2,563.0,Facebook Ads,0.5,Equipo B,53.0,F,Argentina,Premium,2023-06-06
1467,Redes Sociales,2027-01-06,2027-01-15,2278.12,1375,70,5,334.0,,,,65.0,F,Colombia,Premium,2023-08-28
1468,Redes Sociales,2027-01-07,2027-01-16,677.57,1098,91,6,137.0,Influencers,1.2,Equipo D,41.0,M,España,Premium,2023-04-01
1469,SEO,2027-01-08,2027-01-17,2639.96,838,83,4,238.0,Instagram Ads,500.0,Equipo C,,,,,
1470,Email,2027-01-09,2027-01-18,2943.61,1033,27,2,294.0,Facebook Ads,0.5,Equipo B,63.0,M,Argentina,Básico,2022-08-14
1472,Redes Sociales,2027-01-11,2027-01-20,4838.13,939,52,3,100.0,,,,,,,,
1474,Redes Sociales,2027-01-13,2027-01-22,3749.64,119,134,6,195.0,Influencers,1.2,Equipo D,54.0,M,España,Premium,2022-05-23
1475,SEO,2027-01-14,2027-01-23,2900.24,674,88,6,512.0,Influencers,1.2,Equipo D,,,,,
1477,Google Ads,2027-01-16,2027-01-25,1087.94,1185,191,6,528.0,Influencers,1.2,Equipo D,30.0,M,España,Premium,2023-03-24
1478,SEO,2027-01-17,2027-01-26,4057.29,1437,50,6,334.0,Influencers,1.2,Equipo D,65.0,F,Colombia,Premium,2023-08-28
1479,Redes Sociales,2027-01-18,2027-01-27,1061.69,1376,135,3,448.0,,,,62.0,F,Chile,Premium,2022-11-30
1480,SEO,2027-01-19,2027-01-28,4073.95,520,187,3,580.0,,,,46.0,M,Colombia,Premium,2023-08-18
1481,Google Ads,2027-01-20,2027-01-29,1740.95,140,16,3,495.0,,,,65.0,M,Colombia,Premium,2023-07-15
1482,Email,2027-01-21,2027-01-30,4446.91,579,44,1,450.0,Email,0.1,Equipo A,64.0,M,España,Básico,2022-08-07
1483,Redes Sociales,2027-01-22,2027-01-31,4748.19,710,70,6,515.0,Influencers,1.2,Equipo D,60.0,M,México,Premium,2022-11-12
1484,Email,2027-01-23,2027-02-01,1169.58,788,104,6,150.0,Influencers,1.2,Equipo D,23.0,M,Colombia,Premium,2022-07-26
1485,Google Ads,2027-01-24,2027-02-02,2582.04,775,82,6,180.0,Influencers,1.2,Equipo D,48.0,M,Argentina,Premium,2022-03-15
1486,Google Ads,2027-01-25,2027-02-03,4914.44,921,20,5,135.0,,,,,,,,
1487,Google Ads,2027-01-26,2027-02-04,2675.33,1736,87,3,166.0,,,,49.0,M,Argentina,Básico,2022-12-26
1488,Email,2027-01-27,2027-02-05,4385.96,241,-1,4,580.0,Instagram Ads,500.0,Equipo C,46.0,M,Colombia,Premium,2023-08-18
1489,Email,2027-01-28,2027-02-06,3149.29,1625,48,2,567.0,Facebook Ads,0.5,Equipo B,20.0,F,España,Premium,2022-09-01
1490,Email,2027-01-29,2027-02-07,2188.98,1315,-1,4,241.0,Instagram Ads,500.0,Equipo C,48.0,M,España,Premium,2023-12-22
1491,Email,2027-01-30,2027-02-08,1786.03,187,196,1,455.0,Email,0.1,Equipo A,53.0,M,México,Premium,2022-11-29
1492,Google Ads,2027-01-31,2027-02-09,1414.5,394,104,1,570.0,Email,0.1,Equipo A,,,,,
1494,Redes Sociales,2027-02-02,2027-02-11,2239.43,1058,22,4,538.0,Instagram Ads,500.0,Equipo C,,,,,
1496,Email,2027-02-04,2027-02-13,2715.46,552,184,5,226.0,,,,41.0,M,Chile,Básico,2023-09-20
1497,SEO,2027-02-05,2027-02-14,3097.76,252,127,1,304.0,Email,0.1,Equipo A,59.0,F,Chile,Básico,2023-09-23
1498,SEO,2027-02-06,2027-02-15,4395.1,622,121,1,128.0,Email,0.1,Equipo A,,,,,
1499,Google Ads,2027-02-07,2027-02-16,4913.33,241,55,4,544.0,Instagram Ads,500.0,Equipo C,48.0,M,México,Premium,2023-03-25
1500,Google Ads,2027-02-08,2027-02-17,2334.13,54,75,1,563.0,Email,0.1,Equipo A,53.0,F,Argentina,Premium,2023-06-06
1501,Google Ads,2027-02-09,2027-02-18,4223.84,1963,52,5,379.0,,,,25.0,M,Chile,Básico,2023-12-16
1502,Redes Sociales,2027-02-10,2027-02-19,3940.38,1310,23,5,250.0,,,,,,,,
1503,Redes Sociales,2027-02-11,2027-02-20,3080.88,1766,10,5,339.0,,,,60.0,M,Chile,Premium,2023-07-28
1504,Google Ads,2027-02-12,2027-02-21,4802.21,360,88,2,365.0,Facebook Ads,0.5,Equipo B,,,,,
1505,Google Ads,2027-02-13,2027-02-22,1402.14,598,159,5,204.0,,,,,,,,
1506,Google Ads,2027-02-14,2027-02-23,991.69,105,57,5,532.0,,,,62.0,M,México,Premium,2022-01-18
1507,SEO,2027-02-15,2027-02-24,4342.83,492,-1,2,596.0,Facebook Ads,0.5,Equipo B,58.0,M,Chile,Premium,2023-08-05
1508,Redes Sociales,2027-02-16,2027-02-25,2476.17,1310,105,6,539.0,Influencers,1.2,Equipo D,52.0,F,México,Premium,2022-07-29
1509,SEO,2027-02-17,2027-02-26,4311.36,919,52,3,257.0,,,,,,,,
1510,SEO,2027-02-18,2027-02-27,4518.91,1934,139,1,271.0,Email,0.1,Equipo A,,,,,
1511,Google Ads,2027-02-19,2027-02-28,781.06,1270,191,5,593.0,,,,69.0,F,Argentina,Básico,2023-05-20
1512,Google Ads,2027-02-20,2027-03-01,4475.59,634,73,1,410.0,Email,0.1,Equipo A,65.0,M,Colombia,Premium,2023-02-21
1513,Email,2027-02-21,2027-03-02,2517.44,1644,15,4,502.0,Instagram Ads,500.0,Equipo C,,,,,
1514,Email,2027-02-22,2027-03-03,2796.95,801,147,1,562.0,Email,0.1,Equipo A,33.0,M,México,Básico,2022-07-28
1515,SEO,2027-02-23,2027-03-04,3319.67,1587,196,6,466.0,Influencers,1.2,Equipo D,48.0,F,México,Premium,2023-01-21
1517,Google Ads,2027-02-25,2027-03-06,586.02,409,126,1,354.0,Email,0.1,Equipo A,42.0,M,Chile,Premium,2022-08-05
1518,Google Ads,2027-02-26,2027-03-07,2645.8,1773,73,1,307.0,Email,0.1,Equipo A,28.0,F,Colombia,Básico,2022-04-16
1519,SEO,2027-02-27,2027-03-08,3594.75,868,27,1,549.0,Email,0.1,Equipo A,,,,,
1520,Email,2027-02-28,2027-03-09,3752.18,79,185,3,194.0,,,,,,,,
1521,Redes Sociales,2027-03-01,2027-03-10,3616.4,1852,41,3,577.0,,,,22.0,M,Colombia,Premium,2022-09-23
1522,Email,2027-03-02,2027-03-11,1104.96,157,13,4,289.0,Instagram Ads,500.0,Equipo C,63.0,F,Colombia,Premium,2023-01-13
1523,Email,2027-03-03,2027-03-12,1847.28,893,19,2,583.0,Facebook Ads,0.5,Equipo B,20.0,M,México,Básico,2022-11-22
1525,Email,2027-03-05,2027-03-14,4119.97,766,97,1,522.0,Email,0.1,Equipo A,,,,,
1526,Google Ads,2027-03-06,2027-03-15,1754.42,940,21,1,232.0,Email,0.1,Equipo A,32.0,M,Colombia,Premium,2022-05-12
1527,Google Ads,2027-03-07,2027-03-16,1448.17,1009,158,1,154.0,Email,0.1,Equipo A,37.0,M,México,Premium,2023-02-07
1531,Redes Sociales,2027-03-11,2027-03-20,3545.7,781,125,4,310.0,Instagram Ads,500.0,Equipo C,47.0,M,Argentina,Básico,2023-12-01
1532,Redes Sociales,2027-03-12,2027-03-21,4228.11,1963,15,5,392.0,,,,,,,,
1533,Redes Sociales,2027-03-13,2027-03-22,1825.79,655,170,2,214.0,Facebook Ads,0.5,Equipo B,43.0,M,México,Premium,2022-01-06
1534,Email,2027-03-14,2027-03-23,564.42,506,76,6,358.0,Influencers,1.2,Equipo D,,,,,
1535,Google Ads,2027-03-15,2027-03-24,3820.41,664,110,1,221.0,Email,0.1,Equipo A,35.0,F,Argentina,Básico,2023-12-24
1536,Redes Sociales,2027-03-16,2027-03-25,4253.65,1808,129,6,398.0,Influencers,1.2,Equipo D,42.0,M,Argentina,Básico,2022-09-22
1537,Email,2027-03-17,2027-03-26,3832.14,747,39,4,480.0,Instagram Ads,500.0,Equipo C,36.0,M,Argentina,Premium,2023-04-09
1540,Email,2027-03-20,2027-03-29,3960.15,723,-1,4,396.0,Instagram Ads,500.0,Equipo C,66.0,M,España,Premium,2023-01-20
1541,Google Ads,2027-03-21,2027-03-30,3463.43,1320,14,3,461.0,,,,,,,,
1543,SEO,2027-03-23,2027-04-01,4306.65,1637,42,4,562.0,Instagram Ads,500.0,Equipo C,33.0,M,México,Básico,2022-07-28
1544,Email,2027-03-24,2027-04-02,3261.22,906,112,6,537.0,Influencers,1.2,Equipo D,57.0,F,Chile,Básico,2022-02-08
1545,SEO,2027-03-25,2027-04-03,898.72,1661,123,3,226.0,,,,41.0,M,Chile,Básico,2023-09-20
1546,SEO,2027-03-26,2027-04-04,2694.33,946,38,4,296.0,Instagram Ads,500.0,Equipo C,31.0,F,España,Básico,2022-12-14
1547,SEO,2027-03-27,2027-04-05,849.42,1512,173,4,320.0,Instagram Ads,500.0,Equipo C,24.0,F,España,Básico,2022-08-27
1548,Google Ads,2027-03-28,2027-04-06,2333.94,327,14,6,190.0,Influencers,1.2,Equipo D,,,,,
1549,Email,2027-03-29,2027-04-07,2331.98,601,-1,5,510.0,,,,,,,,
1550,SEO,2027-03-30,2027-04-08,797.04,1686,149,3,107.0,,,,,,,,
1552,Email,2027-04-01,2027-04-10,999.49,434,199,2,567.0,Facebook Ads,0.5,Equipo B,20.0,F,España,Premium,2022-09-01
1553,Google Ads,2027-04-02,2027-04-11,4137.06,1906,194,5,419.0,,,,51.0,M,Argentina,Premium,2023-04-27
1554,SEO,2027-04-03,2027-04-12,4764.6,810,119,3,493.0,,,,57.0,M,México,Básico,2022-06-18
1555,SEO,2027-04-04,2027-04-13,825.42,1264,5,4,368.0,Instagram Ads,500.0,Equipo C,21.0,M,Argentina,Básico,2023-07-29
1556,Email,2027-04-05,2027-04-14,4798.02,1563,16,3,290.0,,,,49.0,F,México,Básico,2023-07-04
1557,Redes Sociales,2027-04-06,2027-04-15,2851.59,743,107,2,160.0,Facebook Ads,0.5,Equipo B,51.0,M,Chile,Básico,2022-01-09
1558,Google Ads,2027-04-07,2027-04-16,1848.05,1499,-1,6,537.0,Influencers,1.2,Equipo D,57.0,F,Chile,Básico,2022-02-08
1559,Google Ads,2027-04-08,2027-04-17,845.88,454,174,2,363.0,Facebook Ads,0.5,Equipo B,,,,,
1560,Google Ads,2027-04-09,2027-04-18,2752.81,1408,-1,1,194.0,Email,0.1,Equipo A,,,,,
1562,SEO,2027-04-11,2027-04-20,3681.89,71,110,2,569.0,Facebook Ads,0.5,Equipo B,,,,,
1564,Redes Sociales,2027-04-13,2027-04-22,828.06,660,125,5,293.0,,,,33.0,F,Argentina,Premium,2023-03-14
1565,Google Ads,2027-04-14,2027-04-23,2312.93,1281,136,4,581.0,Instagram Ads,500.0,Equipo C,,,,,
1566,Google Ads,2027-04-15,2027-04-24,1828.81,57,86,1,435.0,Email,0.1,Equipo A,65.0,F,Argentina,Básico,2022-05-31
1567,Email,2027-04-16,2027-04-25,1545.73,751,23,4,534.0,Instagram Ads,500.0,Equipo C,,,,,
1568,SEO,2027-04-17,2027-04-26,1764.52,1760,134,1,295.0,Email,0.1,Equipo A,63.0,F,Chile,Básico,2022-11-04
1569,Google Ads,2027-04-18,2027-04-27,4115.67,1858,16,2,348.0,Facebook Ads,0.5,Equipo B,32.0,F,Chile,Básico,2022-09-25
1570,Redes Sociales,2027-04-19,2027-04-28,4681.53,578,85,5,597.0,,,,22.0,F,Colombia,Premium,2023-06-07
1571,Redes Sociales,2027-04-20,2027-04-29,2322.96,651,78,5,311.0,,,,41.0,F,Colombia,Básico,2022-04-30
1572,SEO,2027-04-21,2027-04-30,4577.5,1726,102,2,565.0,Facebook Ads,0.5,Equipo B,,,,,
1573,Redes Sociales,2027-04-22,2027-05-01,1946.73,706,10,4,320.0,Instagram Ads,500.0,Equipo C,24.0,F,España,Básico,2022-08-27
1574,Redes Sociales,2027-04-23,2027-05-02,2643.97,215,-1,4,372.0,Instagram Ads,500.0,Equipo C,,,,,
1575,SEO,2027-04-24,2027-05-03,1517.13,898,129,3,253.0,,,,50.0,M,Chile,Premium,2023-05-08
1576,Google Ads,2027-04-25,2027-05-04,3382.14,545,-1,1,348.0,Email,0.1,Equipo A,32.0,F,Chile,Básico,2022-09-25
1577,Google Ads,2027-04-26,2027-05-05,4905.42,639,15,4,378.0,Instagram Ads,500.0,Equipo C,34.0,F,Chile,Premium,2023-07-03
1578,Redes Sociales,2027-04-27,2027-05-06,3215.72,478,195,2,539.0,Facebook Ads,0.5,Equipo B,52.0,F,México,Premium,2022-07-29
1579,Redes Sociales,2027-04-28,2027-05-07,2110.16,823,189,4,375.0,Instagram Ads,500.0,Equipo C,60.0,M,Chile,Premium,2023-12-12
1581,SEO,2027-04-30,2027-05-09,1053.14,415,144,1,187.0,Email,0.1,Equipo A,59.0,F,México,Básico,2022-10-16
1584,SEO,2027-05-03,2027-05-12,2522.07,121,12,1,340.0,Email,0.1,Equipo A,67.0,M,Chile,Básico,2022-09-24
1585,Redes Sociales,2027-05-04,2027-05-13,3136.39,1518,143,5,335.0,,,,51.0,F,Chile,Básico,2022-08-20
1586,Redes Sociales,2027-05-05,2027-05-14,3311.53,704,128,5,227.0,,,,46.0,M,Colombia,Premium,2022-08-14
1591,SEO,2027-05-10,2027-05-19,4201.41,1826,-1,6,591.0,Influencers,1.2,Equipo D,44.0,F,México,Premium,2022-07-03
1592,Google Ads,2027-05-11,2027-05-20,4117.81,464,-1,5,120.0,,,,24.0,M,España,Premium,2023-10-15
1593,SEO,2027-05-12,2027-05-21,2986.25,1318,18,5,333.0,,,,,,,,
1594,SEO,2027-05-13,2027-05-22,2840.76,1065,186,4,515.0,Instagram Ads,500.0,Equipo C,60.0,M,México,Premium,2022-11-12
1595,SEO,2027-05-14,2027-05-23,1142.94,724,90,3,247.0,,,,32.0,M,México,Básico,2023-01-01
1596,SEO,2027-05-15,2027-05-24,3989.06,1133,153,1,128.0,Email,0.1,Equipo A,,,,,
1597,SEO,2027-05-16,2027-05-25,1721.34,55,54,3,460.0,,,,64.0,M,Argentina,Premium,2023-12-26
1598,Email,2027-05-17,2027-05-26,2735.13,1782,171,3,407.0,,,,42.0,M,Chile,Básico,2023-04-26
1599,SEO,2027-05-18,2027-05-27,1779.23,1031,24,6,261.0,Influencers,1.2,Equipo D,40.0,F,Colombia,Premium,2022-07-13
1600,Email,2027-05-19,2027-05-28,1102.23,619,91,3,160.0,,,,51.0,M,Chile,Básico,2022-01-09
1601,SEO,2027-05-20,2027-05-29,3333.01,1890,139,6,224.0,Influencers,1.2,Equipo D,67.0,F,España,Premium,2023-06-26
1602,Google Ads,2027-05-21,2027-05-30,744.49,456,141,5,555.0,,,,,,,,
1603,Redes Sociales,2027-05-22,2027-05-31,3868.9,1290,133,5,170.0,,,,62.0,M,España,Premium,2022-02-02
1604,Email,2027-05-23,2027-06-01,1929.14,75,-1,2,565.0,Facebook Ads,0.5,Equipo B,,,,,
1605,SEO,2027-05-24,2027-06-02,500.61,1888,170,6,342.0,Influencers,1.2,Equipo D,48.0,M,España,Básico,2023-08-23
1606,Google Ads,2027-05-25,2027-06-03,2800.08,1078,42,6,589.0,Influencers,1.2,Equipo D,36.0,F,Chile,Básico,2022-03-08
1607,Redes Sociales,2027-05-26,2027-06-04,710.83,1035,-1,1,320.0,Email,0.1,Equipo A,24.0,F,España,Básico,2022-08-27
1608,Email,2027-05-27,2027-06-05,1742.76,1605,48,4,572.0,Instagram Ads,500.0,Equipo C,64.0,M,Colombia,Premium,2022-01-09
1610,Google Ads,2027-05-29,2027-06-07,782.1,759,48,1,593.0,Email,0.1,Equipo A,69.0,F,Argentina,Básico,2023-05-20
1611,Email,2027-05-30,2027-06-08,4277.02,620,78,6,181.0,Influencers,1.2,Equipo D,60.0,F,Colombia,Básico,2022-04-06
1613,SEO,2027-06-01,2027-06-10,1610.71,803,194,2,111.0,Facebook Ads,0.5,Equipo B,38.0,F,Chile,Básico,2023-12-12
1614,Email,2027-06-02,2027-06-11,3834.07,195,126,4,362.0,Instagram Ads,500.0,Equipo C,22.0,F,Argentina,Premium,2022-11-19
1615,Redes Sociales,2027-06-03,2027-06-12,1923.22,1461,138,6,548.0,Influencers,1.2,Equipo D,65.0,F,España,Básico,2022-08-26
1616,Google Ads,2027-06-04,2027-06-13,958.52,834,149,6,291.0,Influencers,1.2,Equipo D,48.0,M,Chile,Premium,2023-07-10
1617,Google Ads,2027-06-05,2027-06-14,2121.05,1322,55,3,213.0,,,,68.0,M,México,Premium,2023-07-02
1618,Email,2027-06-06,2027-06-15,1716.77,575,42,4,125.0,Instagram Ads,500.0,Equipo C,,,,,
1619,Redes Sociales,2027-06-07,2027-06-16,4292.2,1535,156,2,598.0,Facebook Ads,0.5,Equipo B,55.0,F,España,Básico,2022-10-10
1622,Redes Sociales,2027-06-10,2027-06-19,4513.42,433,124,3,161.0,,,,66.0,F,Chile,Básico,2023-12-16
1624,SEO,2027-06-12,2027-06-21,4594.74,936,74,5,134.0,,,,48.0,M,Argentina,Premium,2022-09-09
1625,Redes Sociales,2027-06-13,2027-06-22,2197.93,1472,89,2,555.0,Facebook Ads,0.5,Equipo B,,,,,
1629,Google Ads,2027-06-17,2027-06-26,2722.16,800,-1,6,124.0,Influencers,1.2,Equipo D,41.0,F,España,Premium,2022-12-18
1631,Google Ads,2027-06-19,2027-06-28,3347.2,468,22,5,131.0,,,,26.0,F,España,Básico,2022-03-15
1632,Google Ads,2027-06-20,2027-06-29,3667.36,1410,188,5,111.0,,,,38.0,F,Chile,Básico,2023-12-12
1633,SEO,2027-06-21,2027-06-30,519.63,468,61,1,418.0,Email,0.1,Equipo A,19.0,M,España,Premium,2023-12-01
